review_body,clean,sentiment
its a great device to have it does so many things very practical,"['great', 'device', 'many', 'thing', 'practical']",Positive
this was a excellent gift for the family a good choice,"['excellent', 'gift', 'family', 'good', 'choice']",Positive
when i purchased the tap i thought it was a portable speaker for the echo its actually its own device yes its portable can operate wirelessit does work with the same alexa set up the echo operates with no hands⊦you can simply speak to alexa the tap has a microphone button you need to hold down to speak to alexa great sound quality rechargeable base unit,"['purchase', 'tap', 'thought', 'portable', 'speaker', 'echo', 'actually', 'device', 'yes', 'portable', 'operate', 'wirelessit', 'work', 'alexa', 'set', 'echo', 'operate', 'hands⊦you', 'simply', 'speak', 'alexa', 'tap', 'microphone', 'button', 'need', 'hold', 'speak', 'alexa', 'great', 'sound', 'quality', 'rechargeable', 'base', 'unit']",Positive
im still learning what all i can do with this device but i am continually amazed at its capabilities i love playing with it and learning from it when doing other things i have tap playing music i love this thing,"['im', 'still', 'learn', 'device', 'continually', 'amazed', 'capability', 'love', 'play', 'learn', 'thing', 'tap', 'play', 'music', 'love', 'thing']",Positive
this product while the speaker is great fails to deliver with a voice interface use your cell phone or computer and buy an echo dot,"['product', 'speaker', 'great', 'fail', 'deliver', 'voice', 'interface', 'use', 'cell', 'phone', 'computer', 'buy', 'echo', 'dot']",Neutral
seriously a flawless portable smart multipurpose gadget add this to the incredible flash sale price and id have been a fool to pass it up fast charge balanced tuning easy to pair and did i mention highly portable the cradle is a sweet design too the only beef i have is that your bluetooth is paired screaming at you when syncing own one of these,"['seriously', 'flawless', 'portable', 'smart', 'multipurpose', 'gadget', 'add', 'incredible', 'flash', 'sale', 'price', 'id', 'fool', 'pas', 'fast', 'charge', 'balance', 'tune', 'easy', 'pair', 'mention', 'highly', 'portable', 'cradle', 'sweet', 'design', 'beef', 'bluetooth', 'pair', 'scream', 'sync', 'one']",Positive
the only thing i have to recommend is that it will not hook up with a blue tooth device why is that,"['thing', 'recommend', 'hook', 'blue', 'tooth', 'device']",Positive
overall good not great i get tired of having to push the button to talk to her and she cant find a lot of the music i liked am getting some dots to see how they will work for price point it works,"['overall', 'good', 'great', 'get', 'tire', 'push', 'button', 'talk', 'cant', 'find', 'lot', 'music', 'like', 'get', 'dot', 'see', 'work', 'price', 'point', 'work']",Positive
just okay product was for my girlfriend doesnt appear she uses it much except to steam music most of the questions i ask it i get nothing i like siri better,"['okay', 'product', 'girlfriend', 'doesnt', 'appear', 'use', 'much', 'except', 'steam', 'music', 'question', 'ask', 'get', 'nothing', 'like', 'siri', 'well']",Negative
purchased this as a christmas gift for our son in law he loved it and works well great sound and loves the portability of the unit,"['purchase', 'christmas', 'gift', 'son', 'law', 'love', 'work', 'well', 'great', 'sound', 'love', 'portability', 'unit']",Positive
family is using and loving the tap more every day great to find out quick information like weather general questions and sports scores the battery life is awesome only having to charge it every twothree days depending on usage and we use it excellent wifi connectivity and seamless bluetooth connection use it all over the house,"['family', 'use', 'love', 'tap', 'every', 'day', 'great', 'find', 'quick', 'information', 'like', 'weather', 'general', 'question', 'sport', 'score', 'battery', 'life', 'awesome', 'charge', 'every', 'twothree', 'day', 'depend', 'usage', 'use', 'excellent', 'wifi', 'connectivity', 'seamless', 'bluetooth', 'connection', 'use', 'house']",Positive
was a little difficult to sync the first time i really have only used the tap to play music and to ask for the weather i like that the device takes up little space in my kitchen,"['little', 'difficult', 'sync', 'first', 'time', 'really', 'use', 'tap', 'play', 'music', 'ask', 'weather', 'like', 'device', 'take', 'little', 'space', 'kitchen']",Positive
would get another works great having fun with all the options,"['would', 'get', 'another', 'work', 'great', 'fun', 'option']",Positive
love the tap the speaker is nice likenit has a charging cradle it can sit on easy charge,"['love', 'tap', 'speaker', 'nice', 'likenit', 'charge', 'cradle', 'sit', 'easy', 'charge']",Positive
this speaker has great sound and is very easy to use,"['speaker', 'great', 'sound', 'easy', 'use']",Positive
its pretty cool integration with amazon music via the mobile phone interface is a little iffy which is odd given both products come from the same company,"['pretty', 'cool', 'integration', 'amazon', 'music', 'via', 'mobile', 'phone', 'interface', 'little', 'iffy', 'odd', 'give', 'product', 'come', 'company']",Positive
the kids love it they ask it silly questions which to my amazement it has an answer i really like for the music aspect just tell it a song and it finds it,"['kid', 'love', 'ask', 'silly', 'question', 'amazement', 'answer', 'really', 'like', 'music', 'aspect', 'tell', 'song', 'find']",Positive
the touch is a great device to control connected home products perfect for outside use for prime music also,"['touch', 'great', 'device', 'control', 'connect', 'home', 'product', 'perfect', 'outside', 'use', 'prime', 'music', 'also']",Positive
was very difficult to set up with the  hours help of geek squad and my granddaughters iphone we got it done,"['difficult', 'set', 'hour', 'help', 'geek', 'squad', 'granddaughter', 'iphone', 'get', 'do']",Positive
it works about  of the time when asking it a question,"['work', 'time', 'ask', 'question']",Neutral
this is one of the best products we have every purchased plays any songs give directions weather and the sound quality is excellent,"['one', 'best', 'product', 'every', 'purchase', 'play', 'song', 'give', 'direction', 'weather', 'sound', 'quality', 'excellent']",Positive
i couldnt decide on which one to buy they all do the same things but ended up buying the tap which is portable i take it on my deck with a cup of coffee and listen to the music i put in through pandora and iheart radio i absolutely love it and so does my husband,"['couldnt', 'decide', 'one', 'buy', 'thing', 'end', 'buy', 'tap', 'portable', 'take', 'deck', 'cup', 'coffee', 'listen', 'music', 'put', 'pandora', 'iheart', 'radio', 'absolutely', 'love', 'husband']",Positive
i have put the dot in the bedroom where my echo is in the living area my family uses her for everything enjoy everything about the echo  dot,"['put', 'dot', 'bedroom', 'echo', 'live', 'area', 'family', 'use', 'everything', 'enjoy', 'everything', 'echo', 'dot']",Positive
thank you great product for all ages thank you,"['thank', 'great', 'product', 'age', 'thank']",Positive
the ultimate bluetooth speakeri have multiple amazon echos and a whole echo system set up in my house i love everything amazoni cant stand apple but now i know how they feeli am a cult member of amazon lol so anywayi have been trashing this devicethe tapbecause it does not have the always on feature and that is one of the things i like most about the echo the only flaw of the echo is it is not portablei tried the triby but i did not like itmore for little kids so on black friday the amazon tap was on super sale so i bought it the tap is smaller than i thought it wasabout  the size of the echowhich is perfect for portabilitybut dont let the size fool you the sound is only short of bose when it comes to volume and sound quality important noteyou dont have to have an echo to use this devicejust the alexa app on your smart phone the tap does everything the echo doesit is an amazing bluetooth speakerand its portable automatically switchesremembers different wifi areas and can be used with a hot spot the most amazing thing about the whole amazon echo system is that amazon keeps making enhancements and partnerships weekly meaning something it would not do two weeks ago it now doessome things even better than google nowand light years ahead of siri the tap is my new favorite deviceit is perfect the only flaw is that it is not waterproofamazon if you are listening make the next tap waterproof,"['ultimate', 'bluetooth', 'speakeri', 'multiple', 'amazon', 'echos', 'whole', 'echo', 'system', 'set', 'house', 'love', 'everything', 'amazoni', 'cant', 'stand', 'apple', 'know', 'feeli', 'cult', 'member', 'amazon', 'lol', 'anywayi', 'trash', 'devicethe', 'tapbecause', 'always', 'feature', 'one', 'thing', 'like', 'echo', 'flaw', 'echo', 'portablei', 'try', 'triby', 'like', 'itmore', 'little', 'kid', 'black', 'friday', 'amazon', 'tap', 'super', 'sale', 'buy', 'tap', 'small', 'thought', 'wasabout', 'size', 'echowhich', 'perfect', 'portabilitybut', 'dont', 'let', 'size', 'fool', 'sound', 'short', 'bose', 'come', 'volume', 'sound', 'quality', 'important', 'noteyou', 'dont', 'echo', 'use', 'devicejust', 'alexa', 'app', 'smart', 'phone', 'tap', 'everything', 'echo', 'doesit', 'amaze', 'bluetooth', 'speakerand', 'portable', 'automatically', 'switchesremembers', 'different', 'wifi', 'area', 'use', 'hot', 'spot', 'amazing', 'thing', 'whole', 'amazon', 'echo', 'system', 'amazon', 'keep', 'make', 'enhancement', 'partnership', 'weekly', 'mean', 'something', 'would', 'two', 'week', 'ago', 'doessome', 'thing', 'even', 'well', 'google', 'nowand', 'light', 'year', 'ahead', 'siri', 'tap', 'new', 'favorite', 'deviceit', 'perfect', 'flaw', 'waterproofamazon', 'listen', 'make', 'next', 'tap', 'waterproof']",Positive
works really well with echo and is really neat and fun,"['work', 'really', 'well', 'echo', 'really', 'neat', 'fun']",Positive
great speaker for around the house listening to music and asking questions,"['great', 'speaker', 'around', 'house', 'listen', 'music', 'ask', 'question']",Positive
this is great for the beach or by the pool if you already own an echo this is a great addition to the household,"['great', 'beach', 'pool', 'already', 'echo', 'great', 'addition', 'household']",Positive
this is a great personal speaker i have both the tap and the echo the only downside to the tap is you actually have to physically tap the mic button to activate alexa the sound quality is pretty good for the price if you can afford it i would upgrade to the echo,"['great', 'personal', 'speaker', 'tap', 'echo', 'downside', 'tap', 'actually', 'physically', 'tap', 'mic', 'button', 'activate', 'alexa', 'sound', 'quality', 'pretty', 'good', 'price', 'afford', 'would', 'upgrade', 'echo']",Positive
this item was very easy to use from the very beginning and was very responsive to my request and commands i like the fact that you can also add other items to work with it,"['item', 'easy', 'use', 'begin', 'responsive', 'request', 'command', 'like', 'fact', 'also', 'add', 'item', 'work']",Positive
bought as a gift for my daughter actually sounds better and easier to set up than expected the personal assistant feature is really amazing instant response to requests for information and music,"['buy', 'gift', 'daughter', 'actually', 'sound', 'well', 'easy', 'set', 'expect', 'personal', 'assistant', 'feature', 'really', 'amazing', 'instant', 'response', 'request', 'information', 'music']",Positive
i bought this as a gift for my father he absolutely loves it,"['buy', 'gift', 'father', 'absolutely', 'love']",Positive
i read all reviews about the tap so i decided to try it i love it the tap keeps me up to date with weather news etc i use it every day,"['read', 'review', 'tap', 'decide', 'try', 'love', 'tap', 'keep', 'date', 'weather', 'news', 'etc', 'use', 'every', 'day']",Positive
pretty cool kids love it always adding things to my grocery list i didnt want,"['pretty', 'cool', 'kid', 'love', 'always', 'add', 'thing', 'grocery', 'list', 'didnt', 'want']",Positive
pleased with all the features amazon did another fantastic job with bringing great sound inna small package,"['pleased', 'feature', 'amazon', 'another', 'fantastic', 'job', 'bring', 'great', 'sound', 'inna', 'small', 'package']",Positive
i added this to my echo collection great for on the go and around the house i dont like that you have to tap it to activate,"['add', 'echo', 'collection', 'great', 'go', 'around', 'house', 'dont', 'like', 'tap', 'activate']",Positive
wife loves it great sound great technology compact and durable,"['wife', 'love', 'great', 'sound', 'great', 'technology', 'compact', 'durable']",Positive
this is a nice itemi can set reminders get news and weatherall by the tap of a button,"['nice', 'itemi', 'set', 'reminder', 'get', 'news', 'weatherall', 'tap', 'button']",Positive
i love my echo tap i have my own personal alarm informs me on todays weather forcast and local events great purchase,"['love', 'echo', 'tap', 'personal', 'alarm', 'informs', 'todays', 'weather', 'forcast', 'local', 'event', 'great', 'purchase']",Positive
i understood it did not have the wake command but it would be better if it had itother than that everything is wonderful with this speaker really convenient to be able to listen to my podcasts without messing with my phone or apps just ask alexa and she plays the most recent episode,"['understood', 'wake', 'command', 'would', 'better', 'itother', 'everything', 'wonderful', 'speaker', 'really', 'convenient', 'able', 'listen', 'podcasts', 'without', 'mess', 'phone', 'apps', 'ask', 'alexa', 'play', 'recent', 'episode']",Positive
this is actually my daughters device as i have no interest in a voice controlled spy but i will say that the sound from the speakers are pretty good for a small device,"['actually', 'daughter', 'device', 'interest', 'voice', 'control', 'spy', 'say', 'sound', 'speaker', 'pretty', 'good', 'small', 'device']",Positive
the family really enjoys the amazon tap this is an awesome investment we talk to alexa everyday,"['family', 'really', 'enjoy', 'amazon', 'tap', 'awesome', 'investment', 'talk', 'alexa', 'everyday']",Positive
hard to use and does not support guam online instructions not clear,"['hard', 'use', 'support', 'guam', 'online', 'instruction', 'clear']",Negative
excellent speaker love the portability and long lasting battery before a recharge is needed a very good digital assistant and lots of fun to use,"['excellent', 'speaker', 'love', 'portability', 'long', 'lasting', 'battery', 'recharge', 'need', 'good', 'digital', 'assistant', 'lot', 'fun', 'use']",Positive
so i was looking for a bluetooth speaker for my part time job a guy i work with at bestbuy showed me his amazon tap speaker and it was awesome i loved u can hook it up via wifi and stream music and such its portable its got clean and crisp sound it also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected its very easy to use i have no complants about this speaker at all,"['look', 'bluetooth', 'speaker', 'part', 'time', 'job', 'guy', 'work', 'bestbuy', 'show', 'amazon', 'tap', 'speaker', 'awesome', 'love', 'u', 'hook', 'via', 'wifi', 'stream', 'music', 'portable', 'get', 'clean', 'crisp', 'sound', 'also', 'leave', 'phone', 'phone', 'place', 'upstairs', 'basement', 'speaker', 'still', 'connect', 'easy', 'use', 'complants', 'speaker']",Positive
with this you have someone to talk to and answers you,"['someone', 'talk', 'answer']",Positive
i added to a dot purchase for my daughter and she loved it the portability and charge feature she really likes great gift,"['add', 'dot', 'purchase', 'daughter', 'love', 'portability', 'charge', 'feature', 'really', 'like', 'great', 'gift']",Positive
powerful and quality sound love the portability just dont understand why this one cant read my notifications while the dot can,"['powerful', 'quality', 'sound', 'love', 'portability', 'dont', 'understand', 'one', 'cant', 'read', 'notification', 'dot']",Positive
this speaker has a great sound and its perfect to take out on the patio or in any room that i am in the tap is annoying compared to the echo with voice activation but the wireless features makes the purchase worth it,"['speaker', 'great', 'sound', 'perfect', 'take', 'patio', 'room', 'tap', 'annoy', 'compare', 'echo', 'voice', 'activation', 'wireless', 'feature', 'make', 'purchase', 'worth']",Positive
this is a great product i would highly recommend getting it,"['great', 'product', 'would', 'highly', 'recommend', 'get']",Positive
can charge and take anywhere in the house holds a long charge,"['charge', 'take', 'anywhere', 'house', 'hold', 'long', 'charge']",Positive
i was looking for a blutooth speaker to use with my phone but i didnt want to worry about things being ordered on my amazon account or the whole dreaded electronic eavsdropping that has been in the news the last few months this speaker fits the bill as you can disable order by alexa and you have to manually push the listen button for the mic to pick up sound the speaker quality is great for a portable option the only thing that i dont like is the charging stand can lose connection if its not sitting just right but i cant knock a star for this as they allow you to plug the cable directly into the unit itself which solves the problem,"['look', 'blutooth', 'speaker', 'use', 'phone', 'didnt', 'want', 'worry', 'thing', 'order', 'amazon', 'account', 'whole', 'dread', 'electronic', 'eavsdropping', 'news', 'last', 'month', 'speaker', 'fit', 'bill', 'disable', 'order', 'alexa', 'manually', 'push', 'listen', 'button', 'mic', 'pick', 'sound', 'speaker', 'quality', 'great', 'portable', 'option', 'thing', 'dont', 'like', 'charge', 'stand', 'lose', 'connection', 'sit', 'right', 'cant', 'knock', 'star', 'allow', 'plug', 'cable', 'directly', 'unit', 'solve', 'problem']",Positive
this is a awesome product my husband and i love it,"['awesome', 'product', 'husband', 'love']",Positive
it exceeded my expectations and recommend this product to friends,"['exceed', 'expectation', 'recommend', 'product', 'friend']",Positive
i like it i use it everyday and so far no cons im very please,"['like', 'use', 'everyday', 'far', 'con', 'im', 'please']",Positive
has great sound clarityalexia has great responses,"['great', 'sound', 'clarityalexia', 'great', 'response']",Positive
i picked this up after purchasing an echo i wanted something battery powered that would work the same as my echo i use both devices mostly for music its great to be able to hear pandora or my amazon music library with just the speaker now and not have to use my phone laptop etc i can just grab the tap and go anywhere in my house outside to the deck anywhere that i my wireless will reach,"['picked', 'purchasing', 'echo', 'want', 'something', 'battery', 'power', 'would', 'work', 'echo', 'use', 'device', 'mostly', 'music', 'great', 'able', 'hear', 'pandora', 'amazon', 'music', 'library', 'speaker', 'use', 'phone', 'laptop', 'etc', 'grab', 'tap', 'go', 'anywhere', 'house', 'outside', 'deck', 'anywhere', 'wireless', 'reach']",Positive
i bought one for myself and a couple as gifts its cute but still havent figured out whats so great about it i will say that it does pick up your voice throughout a huge room,"['buy', 'one', 'couple', 'gift', 'cute', 'still', 'havent', 'figured', 'whats', 'great', 'say', 'pick', 'voice', 'throughout', 'huge', 'room']",Neutral
i bought this as a christmas gift im told that they are enjoying it and are very happy with all it can do,"['buy', 'christmas', 'gift', 'im', 'tell', 'enjoy', 'happy']",Neutral
i would recommend this prouducts it had great full sound full sound with a conpack,"['would', 'recommend', 'prouducts', 'great', 'full', 'sound', 'full', 'sound', 'conpack']",Positive
picked this up to have a portable option for playing music in the garage love that its battery powered never had an issue of it running out of juice the only issue i have is with the mics it doesnt respond to your voice as well as the echo or dot then again it wasnt really designed to listen for the alexa command since it originally required you to tap the speaker to get it to listen,"['pick', 'portable', 'option', 'play', 'music', 'garage', 'love', 'battery', 'power', 'never', 'issue', 'run', 'juice', 'issue', 'mics', 'doesnt', 'respond', 'voice', 'well', 'echo', 'dot', 'wasnt', 'really', 'design', 'listen', 'alexa', 'command', 'since', 'originally', 'require', 'tap', 'speaker', 'get', 'listen']",Positive
the tap is a great concept i love my echo so a portable one was that much better however the sound is pretty terrible no bass and can be scratchy it was a good concept just poor execution,"['tap', 'great', 'concept', 'love', 'echo', 'portable', 'one', 'much', 'good', 'however', 'sound', 'pretty', 'terrible', 'bass', 'scratchy', 'good', 'concept', 'poor', 'execution']",Negative
we love this speaker for listening to music the weather news or just anything it is super portable and even has a handsfree option so it is really like a mini echo,"['love', 'speaker', 'listen', 'music', 'weather', 'news', 'anything', 'super', 'portable', 'even', 'handsfree', 'option', 'really', 'like', 'mini', 'echo']",Positive
this is fun but would not buy again not very informative keeps say i do not understand your question ,"['fun', 'would', 'buy', 'informative', 'keep', 'say', 'understand', 'question']",Negative
reasonably priced and worth every penny i love it,"['reasonably', 'price', 'worth', 'every', 'penny', 'love']",Positive
i use it all around the house i move it upstairs and down with the upgrade firmware you dont have to tap just say alexa good sound but not as good as jbl charge speaker i bought a  one as a christmas gift,"['use', 'around', 'house', 'move', 'upstairs', 'upgrade', 'firmware', 'dont', 'tap', 'say', 'alexa', 'good', 'sound', 'good', 'jbl', 'charge', 'speaker', 'buy', 'one', 'christmas', 'gift']",Positive
i love this little speaker i can just voice activate an alarm time or ask alexa the weather for the day its amazing,"['love', 'little', 'speaker', 'voice', 'activate', 'alarm', 'time', 'ask', 'alexa', 'weather', 'day', 'amaze']",Positive
i was an early adoptor of the amazon echo when i heard they were releasing a mobile version i wanted it it wasnt until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was just set it up to your phones wifi hotspot and you have a fully function echo i would buy this again if i didnt already have one,"['early', 'adoptor', 'amazon', 'echo', 'hear', 'release', 'mobile', 'version', 'want', 'wasnt', 'spent', 'lot', 'time', 'clean', 'old', 'home', 'move', 'realize', 'usefule', 'lil', 'guy', 'set', 'phone', 'wifi', 'hotspot', 'fully', 'function', 'echo', 'would', 'buy', 'didnt', 'already', 'one']",Positive
the echo is easy to use and fun to use once you buy one youll want them for all over your house,"['echo', 'easy', 'use', 'fun', 'use', 'buy', 'one', 'youll', 'want', 'house']",Positive
i ordered this and actually came in earlier than predicted and it works beautiful im totally happy with my purchase,"['order', 'actually', 'come', 'earlier', 'predict', 'work', 'beautiful', 'im', 'totally', 'happy', 'purchase']",Positive
i purchased a echo for home so added a tap for my office at work so i can chat with alexa at work and my main reason was for a decent bt speaker for my office this has great sound streaming my prime music and xm vis the xm app cant go wrong quality music and alexa when i need some help with spelling hard words she getting smart pick one up you have a woman to talk to when the wife is out,"['purchase', 'echo', 'home', 'add', 'tap', 'office', 'work', 'chat', 'alexa', 'work', 'main', 'reason', 'decent', 'bt', 'speaker', 'office', 'great', 'sound', 'stream', 'prime', 'music', 'xm', 'vi', 'xm', 'app', 'cant', 'go', 'wrong', 'quality', 'music', 'alexa', 'need', 'help', 'spell', 'hard', 'word', 'get', 'smart', 'pick', 'one', 'woman', 'talk', 'wife']",Positive
i love that the tap is rechargeable and portable sounds is great i highly recommend the tap,"['love', 'tap', 'rechargeable', 'portable', 'sound', 'great', 'highly', 'recommend', 'tap']",Positive
i returned it because i wanted better soundopted for a bose soundlink decent speaker with nice amazon primealexa featuresjust not the sound i was looking for,"['return', 'want', 'well', 'soundopted', 'bose', 'soundlink', 'decent', 'speaker', 'nice', 'amazon', 'primealexa', 'featuresjust', 'sound', 'look']",Neutral
excellent gift ok sound great portability would buy again,"['excellent', 'gift', 'ok', 'sound', 'great', 'portability', 'would', 'buy']",Positive
love it works better than anticipated also at a good price,"['love', 'work', 'well', 'anticipate', 'also', 'good', 'price']",Positive
when it works its great but for some reason it doesnt always answer me when it doesnt answer me i turn off the tv and make sure no one else is talking and it still doesnt work at that time it was easy to set up with the phone app doesnt seem to matter where the phone is when it isnt working ive tried close and far and in between so a case of great when it works and the pits when it doesnt,"['work', 'great', 'reason', 'doesnt', 'always', 'answer', 'doesnt', 'answer', 'turn', 'tv', 'make', 'sure', 'one', 'else', 'talk', 'still', 'doesnt', 'work', 'time', 'easy', 'set', 'phone', 'app', 'doesnt', 'seem', 'matter', 'phone', 'isnt', 'work', 'ive', 'try', 'close', 'far', 'case', 'great', 'work', 'pit', 'doesnt']",Neutral
we have bought two taps one for ourselves and one as a gift for our son we love the portability of the tap its perfect for our deck our grandchildren love it too,"['buy', 'two', 'tap', 'one', 'one', 'gift', 'son', 'love', 'portability', 'tap', 'perfect', 'deck', 'grandchild', 'love']",Positive
this was a gift had no plan to purchase one but very pleased with the portability and the sound quality,"['gift', 'plan', 'purchase', 'one', 'pleased', 'portability', 'sound', 'quality']",Positive
alexa on the go works as bluetooth speaker with your comparable phone,"['alexa', 'go', 'work', 'bluetooth', 'speaker', 'comparable', 'phone']",Positive
i love my new toy alexa is my personal girl friday she understands what i want and retrieves it easy to set up and use,"['love', 'new', 'toy', 'alexa', 'personal', 'girl', 'friday', 'understand', 'want', 'retrieves', 'easy', 'set', 'use']",Positive
good price works great would buy again good value for the price,"['good', 'price', 'work', 'great', 'would', 'buy', 'good', 'value', 'price']",Positive
music full home automation control an assistant calling shopping and lists much much moreanywhere with wifi home or away get one you will not regret it,"['music', 'full', 'home', 'automation', 'control', 'assistant', 'call', 'shopping', 'list', 'much', 'much', 'moreanywhere', 'wifi', 'home', 'away', 'get', 'one', 'regret']",Positive
omg i am so enjoying this sitting around the back deck with family wishing we have music that doesnt require plugs or wires saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet best buy play it now everyday,"['omg', 'enjoy', 'sit', 'around', 'back', 'deck', 'family', 'wish', 'music', 'doesnt', 'require', 'plug', 'wire', 'saw', 'online', 'deal', 'day', 'read', 'review', 'order', 'spot', 'drive', 'half', 'hour', 'drive', 'closet', 'best', 'buy', 'play', 'everyday']",Positive
great speaker and echo substitute this is great for on the go as a bluetooth speaker and when connected to the internet it works great using the alexa app,"['great', 'speaker', 'echo', 'substitute', 'great', 'go', 'bluetooth', 'speaker', 'connect', 'internet', 'work', 'great', 'use', 'alexa', 'app']",Positive
i have been enjoying the amazon tap for two weeks and am still finding new things it will do,"['enjoy', 'amazon', 'tap', 'two', 'week', 'still', 'find', 'new', 'thing']",Positive
is it operate my wife loves it my granddaughter knows how to operate a good sounding bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny i paid useful to recommend to anybody,"['operate', 'wife', 'love', 'granddaughter', 'know', 'operate', 'good', 'sounding', 'bluetooth', 'speaker', 'great', 'freedom', 'even', 'tell', 'knock', 'knock', 'joke', 'make', 'granddaughter', 'crack', 'make', 'worth', 'every', 'penny', 'pay', 'useful', 'recommend', 'anybody']",Positive
we got this for my son for xmas he loves it he uses it daily,"['get', 'son', 'xmas', 'love', 'us', 'daily']",Positive
love the amazon alexa products i have  show  echo  dots and the tap wish the tap had the dropin feature the tap does make a sound when you have the hands free enabled and say alexa instead of the blue lights on the other products great for taking outside,"['love', 'amazon', 'alexa', 'product', 'show', 'echo', 'dot', 'tap', 'wish', 'tap', 'dropin', 'feature', 'tap', 'make', 'sound', 'hand', 'free', 'enable', 'say', 'alexa', 'instead', 'blue', 'light', 'product', 'great', 'take', 'outside']",Positive
the tap is a great portable speaker with fantastic sound if you press a button then you can connect to amazon alexa and she can play your music answer questions etc downgraded one star because there is supposed to be a hands free option for alexa but i havent been able to get it to work still great to be able to take this around the house vs echo which is tied to the plug,"['tap', 'great', 'portable', 'speaker', 'fantastic', 'sound', 'press', 'button', 'connect', 'amazon', 'alexa', 'play', 'music', 'answer', 'question', 'etc', 'downgrade', 'one', 'star', 'suppose', 'hand', 'free', 'option', 'alexa', 'havent', 'able', 'get', 'work', 'still', 'great', 'able', 'take', 'around', 'house', 'v', 'echo', 'tie', 'plug']",Positive
full disclosure i own five amazon echos including a few dots as well as this tap so obviously im a fan of echoes honestly i couldnt figure out from amazons marketing and the online review how the tap fit in as compared to full blown echo and the dot i kept thinking it was limited compared to the echo and the dot because you had to tap the button to ask it question however given that its completely portable and runs for up to six hours on a charge it makes sense that it would wast battery if it was always listening for a voice command imo the tap sounds just as good and maybe even better the the echo in a much smaller form factor since its portable its probably going to be sitting next to you any way so tapping to ask a question is not really an issue and in someways is better when you have a full table as you can control who gets to request music my friends and i get into fun wars asking for different music on the full blown echo but it can also get a little annoying when someone plays michael bolton over my bruce springsteen bottom line just as good of sound as the full blown tap in a portable and smaller form very happy with all my echoes but this may be my favorite,"['full', 'disclosure', 'five', 'amazon', 'echo', 'include', 'dot', 'well', 'tap', 'obviously', 'im', 'fan', 'echo', 'honestly', 'couldnt', 'figure', 'amazon', 'market', 'online', 'review', 'tap', 'fit', 'compare', 'full', 'blown', 'echo', 'dot', 'keep', 'think', 'limited', 'compare', 'echo', 'dot', 'tap', 'button', 'ask', 'question', 'however', 'give', 'completely', 'portable', 'run', 'six', 'hour', 'charge', 'make', 'sense', 'would', 'wast', 'battery', 'always', 'listen', 'voice', 'command', 'imo', 'tap', 'sound', 'good', 'maybe', 'even', 'well', 'echo', 'much', 'small', 'form', 'factor', 'since', 'portable', 'probably', 'go', 'sit', 'next', 'way', 'tap', 'ask', 'question', 'really', 'issue', 'someways', 'well', 'full', 'table', 'control', 'get', 'request', 'music', 'friend', 'get', 'fun', 'war', 'ask', 'different', 'music', 'full', 'blown', 'echo', 'also', 'get', 'little', 'annoy', 'someone', 'play', 'michael', 'bolton', 'bruce', 'springsteen', 'bottom', 'line', 'good', 'sound', 'full', 'blown', 'tap', 'portable', 'small', 'form', 'happy', 'echo', 'may', 'favorite']",Positive
great sound and portablebility nice style lithium battery requires wifi and there are internet radio stations and news amazon has features available as well i use mine a lot,"['great', 'sound', 'portablebility', 'nice', 'style', 'lithium', 'battery', 'require', 'wifi', 'internet', 'radio', 'station', 'news', 'amazon', 'feature', 'available', 'well', 'use', 'mine', 'lot']",Positive
great speaker able to move around connect to ipad when watching movies love it,"['great', 'speaker', 'able', 'move', 'around', 'connect', 'ipad', 'watch', 'movie', 'love']",Positive
nice portable speaker but wish the sound quality was better,"['nice', 'portable', 'speaker', 'wish', 'sound', 'quality', 'well']",Neutral
i own an echo and the tap the tap is slower to respond if you havent used the echo then you will like the tap,"['echo', 'tap', 'tap', 'slow', 'respond', 'havent', 'use', 'echo', 'like', 'tap']",Neutral
great sound portable the kids love it didnt think i would use it but i tend to use it a lot,"['great', 'sound', 'portable', 'kid', 'love', 'didnt', 'think', 'would', 'use', 'tend', 'use', 'lot']",Positive
most speaker like this will be over  but this one is less than that price with a great sound quality,"['speaker', 'like', 'one', 'less', 'price', 'great', 'sound', 'quality']",Positive
i love this little speaker it is small enough to carry it wherever i want to bring it yet loud enough to be heard the alexa interface is pretty cool as well the only issue for me is that it doesnt connect with apple music this issue is easily resolved by putting tap in bluetooth mode and playing apple music through my phone to the tap,"['love', 'little', 'speaker', 'small', 'enough', 'carry', 'wherever', 'want', 'bring', 'yet', 'loud', 'enough', 'heard', 'alexa', 'interface', 'pretty', 'cool', 'well', 'issue', 'doesnt', 'connect', 'apple', 'music', 'issue', 'easily', 'resolve', 'put', 'tap', 'bluetooth', 'mode', 'playing', 'apple', 'music', 'phone', 'tap']",Positive
speaker is pretty loud and i love that i can take with me but the only downside is you have to hold the home button to use alexa,"['speaker', 'pretty', 'loud', 'love', 'take', 'downside', 'hold', 'home', 'button', 'use', 'alexa']",Neutral
